name,position,team,element,expected_goal_involvements,total_points
Folarin Balogun,FWD,Arsenal,1,0,0
Folarin Balogun,FWD,Arsenal,1,0,0
Folarin Balogun,FWD,Arsenal,1,0,0
Cédric Alves Soares,DEF,Arsenal,2,0,0
Cédric Alves Soares,DEF,Arsenal,2,0,0
Cédric Alves Soares,DEF,Arsenal,2,0,0
Mohamed Elneny,MID,Arsenal,3,0,0
Mohamed Elneny,MID,Arsenal,3,0,0
Mohamed Elneny,MID,Arsenal,3,0,0
Fábio Ferreira Vieira,MID,Arsenal,4,0,0
Fábio Ferreira Vieira,MID,Arsenal,4,0,0
Fábio Ferreira Vieira,MID,Arsenal,4,0.26,7
Gabriel dos Santos Magalhães,DEF,Arsenal,5,0,1
Gabriel dos Santos Magalhães,DEF,Arsenal,5,0,1
Gabriel dos Santos Magalhães,DEF,Arsenal,5,0,0
Kai Havertz,MID,Arsenal,6,0.29,2
Kai Havertz,MID,Arsenal,6,0.07,2
Kai Havertz,MID,Arsenal,6,0.41,1
Rob Holding,DEF,Arsenal,7,0,0
Rob Holding,DEF,Arsenal,7,0,0
Rob Holding,DEF,Arsenal,7,0,0
Gabriel Fernando de Jesus,FWD,Arsenal,8,0,0
Gabriel Fernando de Jesus,FWD,Arsenal,8,0,0
Gabriel Fernando de Jesus,FWD,Arsenal,8,0.15,1
Jorge Luiz Frello Filho,MID,Arsenal,9,0,0
Jorge Luiz Frello Filho,MID,Arsenal,9,0.01,1
Jorge Luiz Frello Filho,MID,Arsenal,9,0.03,1
Jakub Kiwior,DEF,Arsenal,10,0,0
Jakub Kiwior,DEF,Arsenal,10,0,1
Jakub Kiwior,DEF,Arsenal,10,0.35,1
Marcus Oliveira Alencar,MID,Arsenal,11,0,0
Marcus Oliveira Alencar,MID,Arsenal,11,0,0
Marcus Oliveira Alencar,MID,Arsenal,11,0,0
Gabriel Martinelli Silva,MID,Arsenal,12,0.22,5
Gabriel Martinelli Silva,MID,Arsenal,12,0.15,3
Gabriel Martinelli Silva,MID,Arsenal,12,0.65,2
Eddie Nketiah,FWD,Arsenal,13,0.22,8
Eddie Nketiah,FWD,Arsenal,13,0.83,5
Eddie Nketiah,FWD,Arsenal,13,0.53,5
Martin Ødegaard,MID,Arsenal,14,0.2,2
Martin Ødegaard,MID,Arsenal,14,0.92,11
Martin Ødegaard,MID,Arsenal,14,0.25,2
Thomas Partey,MID,Arsenal,15,0.06,2
Thomas Partey,MID,Arsenal,15,0.12,3
Thomas Partey,MID,Arsenal,15,0.08,1
Nicolas Pépé,MID,Arsenal,16,0,0
Nicolas Pépé,MID,Arsenal,16,0,0
Nicolas Pépé,MID,Arsenal,16,0,0
Aaron Ramsdale,GK,Arsenal,17,0,2
Aaron Ramsdale,GK,Arsenal,17,0.01,6
Aaron Ramsdale,GK,Arsenal,17,0,1
Rúnar Alex Rúnarsson,GK,Arsenal,18,0,0
Rúnar Alex Rúnarsson,GK,Arsenal,18,0,0
Rúnar Alex Rúnarsson,GK,Arsenal,18,0,0
Bukayo Saka,MID,Arsenal,19,0.36,10
Bukayo Saka,MID,Arsenal,19,0.27,3
Bukayo Saka,MID,Arsenal,19,2.44,8
William Saliba,DEF,Arsenal,20,0.03,5
William Saliba,DEF,Arsenal,20,0.01,8
William Saliba,DEF,Arsenal,20,0.07,1
Albert Sambi Lokonga,MID,Arsenal,21,0,0
Albert Sambi Lokonga,MID,Arsenal,21,0,0
Albert Sambi Lokonga,MID,Arsenal,21,0,0
Emile Smith Rowe,MID,Arsenal,22,0,0
Emile Smith Rowe,MID,Arsenal,22,0,0
Emile Smith Rowe,MID,Arsenal,22,0,0
Nuno Varela Tavares,DEF,Arsenal,23,0,0
Nuno Varela Tavares,DEF,Arsenal,23,0,0
Nuno Varela Tavares,DEF,Arsenal,23,0,0
Kieran Tierney,DEF,Arsenal,24,0,0
Kieran Tierney,DEF,Arsenal,24,0,0
Kieran Tierney,DEF,Arsenal,24,0,0
Takehiro Tomiyasu,DEF,Arsenal,25,0.05,1
Takehiro Tomiyasu,DEF,Arsenal,25,0.03,3
Takehiro Tomiyasu,DEF,Arsenal,25,0,0
Leandro Trossard,MID,Arsenal,26,0.01,1
Leandro Trossard,MID,Arsenal,26,0,0
Leandro Trossard,MID,Arsenal,26,0.68,1
Auston Trusty,DEF,Sheffield Utd,27,0,0
Auston Trusty,DEF,Sheffield Utd,27,0,0
Auston Trusty,DEF,Sheffield Utd,27,0,0
Matt Turner,GK,Nott'm Forest,28,0,2
Matt Turner,GK,Nott'm Forest,28,0,2
Matt Turner,GK,Nott'm Forest,28,0,3
Benjamin White,DEF,Arsenal,29,0.03,1
Benjamin White,DEF,Arsenal,29,0.02,7
Benjamin White,DEF,Arsenal,29,0.1,1
Granit Xhaka,MID,Arsenal,30,0,0
Granit Xhaka,MID,Arsenal,30,0,0
Granit Xhaka,MID,Arsenal,30,0,0
Oleksandr Zinchenko,DEF,Arsenal,31,0,0
Oleksandr Zinchenko,DEF,Arsenal,31,0,1
Oleksandr Zinchenko,DEF,Arsenal,31,0.03,1
Alexandre Moreno Lopera,DEF,Aston Villa,32,0,0
Alexandre Moreno Lopera,DEF,Aston Villa,32,0,0
Alexandre Moreno Lopera,DEF,Aston Villa,32,0,0
Cameron Archer,FWD,Aston Villa,33,0,0
Cameron Archer,FWD,Aston Villa,33,0,0
Cameron Archer,FWD,Aston Villa,33,0,0
Leon Bailey,MID,Aston Villa,34,0.01,1
Leon Bailey,MID,Aston Villa,34,1,14
Leon Bailey,MID,Aston Villa,34,0,0
Emiliano Buendía Stati,MID,Aston Villa,35,0,0
Emiliano Buendía Stati,MID,Aston Villa,35,0,0
Emiliano Buendía Stati,MID,Aston Villa,35,0,0
Matty Cash,DEF,Aston Villa,36,0.74,-1
Matty Cash,DEF,Aston Villa,36,0.27,6
Matty Cash,DEF,Aston Villa,36,1.37,17
Calum Chambers,DEF,Aston Villa,37,0,0
Calum Chambers,DEF,Aston Villa,37,0,0
Calum Chambers,DEF,Aston Villa,37,0,0
Philippe Coutinho Correia,MID,Aston Villa,38,0.09,1
Philippe Coutinho Correia,MID,Aston Villa,38,0.08,1
Philippe Coutinho Correia,MID,Aston Villa,38,0,0
Keinan Davis,FWD,Aston Villa,39,0,0
Keinan Davis,FWD,Aston Villa,39,0,0
Keinan Davis,FWD,Aston Villa,39,0,0
Leander Dendoncker,MID,Aston Villa,40,0,0
Leander Dendoncker,MID,Aston Villa,40,0,0
Leander Dendoncker,MID,Aston Villa,40,0,0
Diego Carlos Santos Silva,DEF,Aston Villa,41,0.27,0
Diego Carlos Santos Silva,DEF,Aston Villa,41,0,1
Diego Carlos Santos Silva,DEF,Aston Villa,41,0.11,2
Lucas Digne,DEF,Aston Villa,42,0.15,-1
Lucas Digne,DEF,Aston Villa,42,0.07,10
Lucas Digne,DEF,Aston Villa,42,0.08,5
Douglas Luiz Soares de Paulo,MID,Aston Villa,43,0.34,1
Douglas Luiz Soares de Paulo,MID,Aston Villa,43,0.89,7
Douglas Luiz Soares de Paulo,MID,Aston Villa,43,0.13,2
Jhon Durán,FWD,Aston Villa,44,0,0
Jhon Durán,FWD,Aston Villa,44,0.55,7
Jhon Durán,FWD,Aston Villa,44,0,1
Kortney Hause,DEF,Aston Villa,45,0,0
Kortney Hause,DEF,Aston Villa,45,0,0
Kortney Hause,DEF,Aston Villa,45,0,0
Tim Iroegbunam,MID,Aston Villa,46,0,0
Tim Iroegbunam,MID,Aston Villa,46,0,0
Tim Iroegbunam,MID,Aston Villa,46,0,0
Boubacar Kamara,MID,Aston Villa,47,0.05,2
Boubacar Kamara,MID,Aston Villa,47,0.05,3
Boubacar Kamara,MID,Aston Villa,47,0.03,3
Ezri Konsa Ngoyo,DEF,Aston Villa,48,0.01,0
Ezri Konsa Ngoyo,DEF,Aston Villa,48,0,6
Ezri Konsa Ngoyo,DEF,Aston Villa,48,0.01,2
Emiliano Martínez Romero,GK,Aston Villa,49,0,1
Emiliano Martínez Romero,GK,Aston Villa,49,0,8
Emiliano Martínez Romero,GK,Aston Villa,49,0,0
John McGinn,MID,Aston Villa,50,0.03,2
John McGinn,MID,Aston Villa,50,0.95,10
John McGinn,MID,Aston Villa,50,0.15,2
Tyrone Mings,DEF,Aston Villa,51,0.17,0
Tyrone Mings,DEF,Aston Villa,51,0,0
Tyrone Mings,DEF,Aston Villa,51,0,0
Marvelous Nakamba,MID,Luton,52,0.02,2
Marvelous Nakamba,MID,Luton,52,0.02,1
Robin Olsen,GK,Aston Villa,53,0,0
Robin Olsen,GK,Aston Villa,53,0,0
Robin Olsen,GK,Aston Villa,53,0,2
Jaden Philogene-Bidace,MID,Aston Villa,54,0,1
Jaden Philogene-Bidace,MID,Aston Villa,54,0,0
Jaden Philogene-Bidace,MID,Aston Villa,54,0,0
Jacob Ramsey,MID,Aston Villa,55,0,0
Jacob Ramsey,MID,Aston Villa,55,0,0
Jacob Ramsey,MID,Aston Villa,55,0,0
Morgan Sanson,MID,Aston Villa,56,0,0
Morgan Sanson,MID,Aston Villa,56,0,0
Morgan Sanson,MID,Aston Villa,56,0,0
Viljami Sinisalo,GK,Aston Villa,57,0,0
Viljami Sinisalo,GK,Aston Villa,57,0,0
Viljami Sinisalo,GK,Aston Villa,57,0,0
Youri Tielemans,MID,Aston Villa,58,0.09,1
Youri Tielemans,MID,Aston Villa,58,0.01,1
Youri Tielemans,MID,Aston Villa,58,0,1
Bertrand Traoré,MID,Aston Villa,59,0,0
Bertrand Traoré,MID,Aston Villa,59,0,0
Bertrand Traoré,MID,Aston Villa,59,0,1
Ollie Watkins,FWD,Aston Villa,60,0.33,5
Ollie Watkins,FWD,Aston Villa,60,0.2,5
Ollie Watkins,FWD,Aston Villa,60,0.79,5
Wesley Moraes Ferreira da Silva,FWD,Aston Villa,61,0,0
Wesley Moraes Ferreira da Silva,FWD,Aston Villa,61,0,0
Wesley Moraes Ferreira da Silva,FWD,Aston Villa,61,0,0
Jaidon Anthony,MID,Bournemouth,62,0,1
Jaidon Anthony,MID,Bournemouth,62,0,1
Jaidon Anthony,MID,Bournemouth,62,0.09,1
Philip Billing,MID,Bournemouth,63,0.13,2
Philip Billing,MID,Bournemouth,63,0.48,2
Philip Billing,MID,Bournemouth,63,0.32,2
David Brooks,MID,Bournemouth,64,0.18,2
David Brooks,MID,Bournemouth,64,0.19,1
David Brooks,MID,Bournemouth,64,0.01,1
Ryan Christie,MID,Bournemouth,65,0.05,2
Ryan Christie,MID,Bournemouth,65,0,2
Ryan Christie,MID,Bournemouth,65,0.17,1
Lewis Cook,MID,Bournemouth,66,0,0
Lewis Cook,MID,Bournemouth,66,0,0
Lewis Cook,MID,Bournemouth,66,0.04,1
Siriki Dembélé,MID,Bournemouth,67,0,0
Siriki Dembélé,MID,Bournemouth,67,0,0
Siriki Dembélé,MID,Bournemouth,67,0,0
Ryan Fredericks,DEF,Bournemouth,68,0,0
Ryan Fredericks,DEF,Bournemouth,68,0,0
Ryan Fredericks,DEF,Bournemouth,68,0,0
James Hill,DEF,Bournemouth,69,0.01,1
James Hill,DEF,Bournemouth,69,0,0
James Hill,DEF,Bournemouth,69,0,0
Lloyd Kelly,DEF,Bournemouth,70,0,0
Lloyd Kelly,DEF,Bournemouth,70,0,1
Lloyd Kelly,DEF,Bournemouth,70,0.01,0
Gavin Kilkenny,MID,Bournemouth,71,0,0
Gavin Kilkenny,MID,Bournemouth,71,0,0
Gavin Kilkenny,MID,Bournemouth,71,0,0
Justin Kluivert,MID,Bournemouth,72,0.01,1
Justin Kluivert,MID,Bournemouth,72,0.23,1
Justin Kluivert,MID,Bournemouth,72,0.05,1
Jamal Lowe,MID,Bournemouth,73,0,0
Jamal Lowe,MID,Bournemouth,73,0,0
Jamal Lowe,MID,Bournemouth,73,0,0
Emiliano Marcondes,MID,Bournemouth,74,0,0
Emiliano Marcondes,MID,Bournemouth,74,0,0
Emiliano Marcondes,MID,Bournemouth,74,0,0
Chris Mepham,DEF,Bournemouth,75,0.01,0
Chris Mepham,DEF,Bournemouth,75,0,0
Chris Mepham,DEF,Bournemouth,75,0,0
Kieffer Moore,FWD,Bournemouth,76,0.09,1
Kieffer Moore,FWD,Bournemouth,76,0.23,1
Kieffer Moore,FWD,Bournemouth,76,0.01,1
Norberto Murara Neto,GK,Bournemouth,77,0.01,2
Norberto Murara Neto,GK,Bournemouth,77,0,10
Norberto Murara Neto,GK,Bournemouth,77,0,2
Dango Ouattara,MID,Bournemouth,78,0,0
Dango Ouattara,MID,Bournemouth,78,0,0
Dango Ouattara,MID,Bournemouth,78,0,0
Ben Pearson,MID,Bournemouth,79,0,0
Ben Pearson,MID,Bournemouth,79,0,0
Ben Pearson,MID,Bournemouth,79,0,0
Darren Randolph,GK,Bournemouth,80,0,0
Darren Randolph,GK,Bournemouth,80,0,0
Darren Randolph,GK,Bournemouth,80,0,0
Joe Rothwell,MID,Bournemouth,81,0.07,2
Joe Rothwell,MID,Bournemouth,81,0.01,2
Joe Rothwell,MID,Bournemouth,81,0.02,1
Antoine Semenyo,FWD,Bournemouth,82,0.08,4
Antoine Semenyo,FWD,Bournemouth,82,0.28,6
Antoine Semenyo,FWD,Bournemouth,82,0.19,2
Marcos Senesi,DEF,Bournemouth,83,0.02,1
Marcos Senesi,DEF,Bournemouth,83,0.06,1
Marcos Senesi,DEF,Bournemouth,83,0,0
Adam Smith,DEF,Bournemouth,84,0,0
Adam Smith,DEF,Bournemouth,84,0,0
Adam Smith,DEF,Bournemouth,84,0,0
Dominic Solanke,FWD,Bournemouth,85,1.12,7
Dominic Solanke,FWD,Bournemouth,85,0.16,5
Dominic Solanke,FWD,Bournemouth,85,0.11,2
Marcus Tavernier,MID,Bournemouth,86,0,0
Marcus Tavernier,MID,Bournemouth,86,0,0
Marcus Tavernier,MID,Bournemouth,86,0,0
Hamed Traorè,MID,Bournemouth,87,0,0
Hamed Traorè,MID,Bournemouth,87,0.15,1
Hamed Traorè,MID,Bournemouth,87,0.01,1
Mark Travers,GK,Bournemouth,88,0,0
Mark Travers,GK,Bournemouth,88,0,0
Mark Travers,GK,Bournemouth,88,0,0
Illia Zabarnyi,DEF,Bournemouth,89,0.01,2
Illia Zabarnyi,DEF,Bournemouth,89,0,1
Illia Zabarnyi,DEF,Bournemouth,89,0.02,1
Kristoffer Ajer,DEF,Brentford,90,0.01,1
Kristoffer Ajer,DEF,Brentford,90,0.7,4
Kristoffer Ajer,DEF,Brentford,90,0,0
Ellery Balcombe,GK,Brentford,91,0,0
Ellery Balcombe,GK,Brentford,91,0,0
Ellery Balcombe,GK,Brentford,91,0,0
Shandon Baptiste,MID,Brentford,92,0.01,1
Shandon Baptiste,MID,Brentford,92,0,0
Shandon Baptiste,MID,Brentford,92,0,0
Mads Bech Sørensen,DEF,Brentford,93,0,0
Mads Bech Sørensen,DEF,Brentford,93,0,0
Mads Bech Sørensen,DEF,Brentford,93,0,0
Mads Bidstrup,MID,Brentford,94,0,0
Mads Bidstrup,MID,Brentford,94,0,0
Mads Bidstrup,MID,Brentford,94,0,0
Sergi Canós Tenés,MID,Brentford,95,0,0
Sergi Canós Tenés,MID,Brentford,95,0,0
Sergi Canós Tenés,MID,Brentford,95,0,0
Nathan Collins,DEF,Brentford,96,0.01,1
Nathan Collins,DEF,Brentford,96,0.28,6
Nathan Collins,DEF,Brentford,96,0.12,2
Matthew Cox,GK,Brentford,97,0,0
Matthew Cox,GK,Brentford,97,0,0
Matthew Cox,GK,Brentford,97,0,0
Mikkel Damsgaard,MID,Brentford,98,0.08,1
Mikkel Damsgaard,MID,Brentford,98,0,1
Mikkel Damsgaard,MID,Brentford,98,0,0
Josh Dasilva,MID,Brentford,99,0,0
Josh Dasilva,MID,Brentford,99,0,1
Josh Dasilva,MID,Brentford,99,0,0
Halil Dervişoğlu,FWD,Brentford,100,0,0
Halil Dervişoğlu,FWD,Brentford,100,0,0
Halil Dervişoğlu,FWD,Brentford,100,0,0
Mark Flekken,GK,Brentford,101,0,2
Mark Flekken,GK,Brentford,101,0,6
Mark Flekken,GK,Brentford,101,0,4
Charlie Goode,DEF,Brentford,102,0,0
Charlie Goode,DEF,Brentford,102,0,0
Charlie Goode,DEF,Brentford,102,0,0
Rico Henry,DEF,Brentford,103,0.74,4
Rico Henry,DEF,Brentford,103,0.09,5
Rico Henry,DEF,Brentford,103,0.09,2
Aaron Hickey,DEF,Brentford,104,0.11,0
Aaron Hickey,DEF,Brentford,104,0.01,5
Aaron Hickey,DEF,Brentford,104,0.01,2
Vitaly Janelt,MID,Brentford,105,0.03,2
Vitaly Janelt,MID,Brentford,105,0.15,3
Vitaly Janelt,MID,Brentford,105,0.06,2
Mathias Jensen,MID,Brentford,106,0.03,4
Mathias Jensen,MID,Brentford,106,0.75,3
Mathias Jensen,MID,Brentford,106,0.07,3
Keane Lewis-Potter,MID,Brentford,107,0,0
Keane Lewis-Potter,MID,Brentford,107,0.23,1
Keane Lewis-Potter,MID,Brentford,107,0,1
Bryan Mbeumo,MID,Brentford,108,1.38,7
Bryan Mbeumo,MID,Brentford,108,2.03,16
Bryan Mbeumo,MID,Brentford,108,0.29,2
Ben Mee,DEF,Brentford,109,0,0
Ben Mee,DEF,Brentford,109,0,0
Ben Mee,DEF,Brentford,109,0,0
Christian Nørgaard,MID,Brentford,110,0.01,2
Christian Nørgaard,MID,Brentford,110,0.04,3
Christian Nørgaard,MID,Brentford,110,0.13,5
Frank Onyeka,MID,Brentford,111,0,0
Frank Onyeka,MID,Brentford,111,0,0
Frank Onyeka,MID,Brentford,111,0.24,1
Ethan Pinnock,DEF,Brentford,112,0,1
Ethan Pinnock,DEF,Brentford,112,0.26,7
Ethan Pinnock,DEF,Brentford,112,0.2,2
David Raya Martin,GK,Brentford,113,0,0
David Raya Martin,GK,Arsenal,113,0,0
David Raya Martin,GK,Arsenal,113,0,0
Mads Roerslev Rasmussen,DEF,Brentford,114,0.03,1
Mads Roerslev Rasmussen,DEF,Brentford,114,0,1
Mads Roerslev Rasmussen,DEF,Brentford,114,0,0
Kevin Schade,MID,Brentford,115,0.27,1
Kevin Schade,MID,Brentford,115,0.05,3
Kevin Schade,MID,Brentford,115,0.22,9
Thomas Strakosha,GK,Brentford,116,0,0
Thomas Strakosha,GK,Brentford,116,0,0
Thomas Strakosha,GK,Brentford,116,0,0
Ivan Toney,FWD,Brentford,117,0,0
Ivan Toney,FWD,Brentford,117,0,0
Ivan Toney,FWD,Brentford,117,0,0
Ryan Trevitt,MID,Brentford,118,0,0
Ryan Trevitt,MID,Brentford,118,0,0
Ryan Trevitt,MID,Brentford,118,0,0
Yoane Wissa,FWD,Brentford,119,0.29,9
Yoane Wissa,FWD,Brentford,119,1.45,11
Yoane Wissa,FWD,Brentford,119,0.27,2
Yegor Yarmolyuk,MID,Brentford,120,0,0
Yegor Yarmolyuk,MID,Brentford,120,0,0
Yegor Yarmolyuk,MID,Brentford,120,0,0
Mathias Jorgensen,DEF,Brentford,121,0.11,1
Mathias Jorgensen,DEF,Brentford,121,0,0
Mathias Jorgensen,DEF,Brentford,121,0,0
Simon Adingra,MID,Brighton,122,0.26,6
Simon Adingra,MID,Brighton,122,0,0
Simon Adingra,MID,Brighton,122,0.02,1
Steven Alzate,MID,Brighton,123,0,0
Steven Alzate,MID,Brighton,123,0,0
Steven Alzate,MID,Brighton,123,0,0
Yasin Ayari,MID,Brighton,124,0,0
Yasin Ayari,MID,Brighton,124,0,0
Yasin Ayari,MID,Brighton,124,0,0
Facundo Buonanotte,MID,Brighton,125,0,0
Facundo Buonanotte,MID,Brighton,125,0,0
Facundo Buonanotte,MID,Brighton,125,0,0
Moisés Caicedo Corozo,MID,Brighton,126,0,0
Moisés Caicedo Corozo,MID,Chelsea,126,0.06,1
Moisés Caicedo Corozo,MID,Chelsea,126,0.03,3
Aaron Connolly,FWD,Brighton,127,0,0
Aaron Connolly,FWD,Brighton,127,0,0
Aaron Connolly,FWD,Brighton,127,0,0
Mahmoud Dahoud,MID,Brighton,128,0.15,3
Mahmoud Dahoud,MID,Brighton,128,0.02,1
Mahmoud Dahoud,MID,Brighton,128,0,0
Lewis Dunk,DEF,Brighton,129,0.71,2
Lewis Dunk,DEF,Brighton,129,0,2
Lewis Dunk,DEF,Brighton,129,0.24,1
Julio Enciso,MID,Brighton,130,0,1
Julio Enciso,MID,Brighton,130,0.78,7
Julio Enciso,MID,Brighton,130,0,0
Pervis Estupiñán,DEF,Brighton,131,0.97,7
Pervis Estupiñán,DEF,Brighton,131,0.3,11
Pervis Estupiñán,DEF,Brighton,131,0.17,1
Evan Ferguson,FWD,Brighton,132,0.92,5
Evan Ferguson,FWD,Brighton,132,0.1,1
Evan Ferguson,FWD,Brighton,132,0.71,2
Billy Gilmour,MID,Brighton,133,0.07,1
Billy Gilmour,MID,Brighton,133,0.03,2
Billy Gilmour,MID,Brighton,133,0.47,1
Pascal Groß,MID,Brighton,134,0.96,2
Pascal Groß,MID,Brighton,134,0.17,1
Pascal Groß,MID,Brighton,134,0.46,10
João Pedro Junqueira de Jesus,FWD,Brighton,135,1.33,7
João Pedro Junqueira de Jesus,FWD,Brighton,135,0.17,0
João Pedro Junqueira de Jesus,FWD,Brighton,135,0.16,1
Michał Karbownik,DEF,Brighton,136,0,0
Michał Karbownik,DEF,Brighton,136,0,0
Michał Karbownik,DEF,Brighton,136,0,0
Kacper Kozłowski,MID,Brighton,137,0,0
Kacper Kozłowski,MID,Brighton,137,0,0
Kacper Kozłowski,MID,Brighton,137,0,0
Adam Lallana,MID,Brighton,138,0,0
Adam Lallana,MID,Brighton,138,0.01,1
Adam Lallana,MID,Brighton,138,0.04,1
Tariq Lamptey,DEF,Brighton,139,0,0
Tariq Lamptey,DEF,Brighton,139,0,0
Tariq Lamptey,DEF,Brighton,139,0,0
Solly March,MID,Brighton,140,0.57,9
Solly March,MID,Brighton,140,1.01,15
Solly March,MID,Brighton,140,0.25,2
Tom McGill,GK,Brighton,141,0,0
Tom McGill,GK,Brighton,141,0,0
Tom McGill,GK,Brighton,141,0,0
James Milner,MID,Brighton,142,0.02,3
James Milner,MID,Brighton,142,0.13,0
James Milner,MID,Brighton,142,0.11,2
Kaoru Mitoma,MID,Brighton,143,0.64,5
Kaoru Mitoma,MID,Brighton,143,1.2,12
Kaoru Mitoma,MID,Brighton,143,0.45,1
Jakub Moder,MID,Brighton,144,0,0
Jakub Moder,MID,Brighton,144,0,0
Jakub Moder,MID,Brighton,144,0,0
Robert Sánchez,GK,Chelsea,145,0,2
Robert Sánchez,GK,Chelsea,145,0,2
Robert Sánchez,GK,Chelsea,145,0,6
Jeremy Sarmiento Morante,MID,Brighton,146,0,0
Jeremy Sarmiento Morante,MID,Brighton,146,0,0
Jeremy Sarmiento Morante,MID,Brighton,146,0,0
Kjell Scherpen,GK,Brighton,147,0,0
Kjell Scherpen,GK,Brighton,147,0,0
Kjell Scherpen,GK,Brighton,147,0,0
Jason Steele,GK,Brighton,148,0,2
Jason Steele,GK,Brighton,148,0,3
Jason Steele,GK,Brighton,148,0,0
Deniz Undav,FWD,Brighton,149,0,0
Deniz Undav,FWD,Brighton,149,0,0
Deniz Undav,FWD,Brighton,149,0,0
Jan Paul van Hecke,DEF,Brighton,150,0.02,2
Jan Paul van Hecke,DEF,Brighton,150,0,0
Jan Paul van Hecke,DEF,Brighton,150,0,0
Joël Veltman,DEF,Brighton,151,0,1
Joël Veltman,DEF,Brighton,151,0,1
Joël Veltman,DEF,Brighton,151,0.09,4
Bart Verbruggen,GK,Brighton,152,0,0
Bart Verbruggen,GK,Brighton,152,0,0
Bart Verbruggen,GK,Brighton,152,0,2
Adam Webster,DEF,Brighton,153,0,0
Adam Webster,DEF,Brighton,153,0.01,1
Adam Webster,DEF,Brighton,153,0.05,1
Danny Welbeck,FWD,Brighton,154,0.41,2
Danny Welbeck,FWD,Brighton,154,0.21,1
Danny Welbeck,FWD,Brighton,154,0.23,1
Andi Zeqiri,FWD,Brighton,155,0,0
Andi Zeqiri,FWD,Brighton,155,0,0
Andi Zeqiri,FWD,Brighton,155,0,0
Enock Agyei,MID,Burnley,156,0,0
Enock Agyei,MID,Burnley,156,0,0
Ameen Al-Dakhil,DEF,Burnley,157,0.01,1
Ameen Al-Dakhil,DEF,Burnley,157,0.18,1
Samuel Bastien,MID,Burnley,158,0,0
Samuel Bastien,MID,Burnley,158,0,0
Manuel Benson Hedilazio,MID,Burnley,159,0,1
Manuel Benson Hedilazio,MID,Burnley,159,0,1
Jordan Beyer,DEF,Burnley,160,0,1
Jordan Beyer,DEF,Burnley,160,0,0
Josh Brownhill,MID,Burnley,161,0,1
Josh Brownhill,MID,Burnley,161,0,0
Darko Churlinov,MID,Burnley,162,0,0
Darko Churlinov,MID,Burnley,162,0,0
Jack Cork,MID,Burnley,163,0,0
Jack Cork,MID,Burnley,163,0,0
Dara Costelloe,MID,Burnley,164,0,0
Dara Costelloe,MID,Burnley,164,0,0
